Request Id,prefill_time_execution_plus_preemption_normalized
4,0.00010379369060335831
5,9.91032942360413e-05
14,0.00011205996138739056
26,0.00011051356400398088
10,0.00012075546222149969
28,0.00011278207233405498
36,0.00011256358238796356
24,0.00012343971694233794
84,0.00011168778188016534
33,0.00012075274218919507
56,0.00011641991854278496
45,0.00013679592329738583
15,0.00011664196096425078
63,0.00015232669352782338
13,7.685835801120876e-05
37,8.851220003703205e-05
108,0.00013045030029214908
79,0.0001161037943262136
88,0.0001256306879649994
44,0.0001175416536297224
16,9.301033691894926e-05
52,0.00011222339318397198
57,0.00011581507765052077
94,0.00014168458712177898
102,0.00013102319070977715
20,0.0001485525614364323
76,0.00011229649031925835
64,0.0001402878156721521
116,0.0001229759080707661
8,0.00011348487651803861
12,9.565692153750784e-05
73,0.0001626581174631486
32,0.00011355648643456841
0,0.00010382225889187705
60,0.00012807575102426576
21,9.942241945122585e-05
48,0.00010023390486192381
68,0.00011610057375150989
92,0.00014546933204093323
61,0.00011327510796441885
100,0.00011748464512239007
22,0.0001122787782950638
6,0.00014014918275583724
110,0.00013739005891955143
124,0.00012884420890365693
54,0.00013127580565723744
29,0.00011510842749899752
77,0.00013871913100919458
70,0.00012219092784467028
69,0.00011989377289908387
46,0.0001130047739858468
3,9.320041930151246e-05
40,0.00010893582606873983
112,0.0001222084291182036
86,0.00011780242837554929
34,0.000152850331786021
38,0.00010311184435055036
104,0.00012747297387204437
109,0.00013758453391083563
53,0.00014978957944228015
62,0.00012651719521732425
30,0.00010674006723885593
93,0.00016276598284759142
42,0.00012194272497022412
72,0.00016024569401024735
125,0.00010609288388507532
126,0.00011442854829220832
85,0.00012188402640567294
78,0.0001731076800949431
25,0.00019321648829082278
120,0.00011455087110682414
80,0.00013897520451319097
96,0.0001602459443835546
41,0.0001308554502857904
101,0.0001222419889043229
117,9.804129107147567e-05
118,0.00015646977092279778
58,0.00012796267087600513
74,0.00010315768541472056
66,0.00010433025716317568
67,0.00015299902982308792
114,0.00011197410778698971
65,0.00010721350612887325
1,0.00010480171709917537
82,0.00013112498038726962
122,0.00013816376024575942
2,0.00010510869939817034
50,0.00018072944235760844
98,0.00014866005575831583
90,0.00021024537067946766
106,9.62513604255213e-05
18,0.00013758336898295762
71,0.00012518389167768255
47,0.00011116518969425305
31,0.00012960349439005293
7,0.00014661468972720676
17,0.0001231716962793323
19,0.00014251709888754541
11,0.0002790412698581755
43,0.00012500770977412115
75,0.00018220441517322817
55,0.0001561225944222084
51,0.00012088706511592534
59,8.622373556457559e-05
35,0.00013905716162637696
115,0.00014569249319329252
99,9.145058599792782e-05
83,0.0001489744396531011
39,0.00010869227761435464
91,0.00014403213775908706
49,0.00015383304109812875
27,0.0001135001282597277
107,0.0001342756380385684
123,0.0002563160175164045
9,0.0001312332669497959
121,0.0001141058271560684
113,0.00012298939380423664
119,0.0002957817944146663
89,0.00013213106063366108
87,0.00019282842318948398
81,0.00012415905877783486
23,0.00012530283982351717
103,0.00014690223270702923
111,0.0001549347735444434
105,0.00030237729031052036
97,0.0003592806691522506
127,0.00020804220194299688
95,0.00028047754840982103
